Index,Year,County,Property_type,mean_inventory,Median_sales_price,Listing_price,Amount_sold_over
352,2019,El Dorado County,Townhouse,15.5,426750.0,559191.8,1941833.2
353,2020,El Dorado County,All Residential,768.27,569204.55,667894.36,-72780.73
354,2020,El Dorado County,Condo/Co-op,24.91,349545.45,667894.36,296764.73
355,2020,El Dorado County,Multi-Family (2-4 Unit),23.64,560681.82,667894.36,852401.09
356,2020,El Dorado County,Single Family Residential,710.73,581818.18,667894.36,1420946.55
357,2020,El Dorado County,Townhouse,8.78,525388.89,637265.33,2407429.11
358,2021,El Dorado County,All Residential,474.18,698045.45,751609.0,-29245.36
359,2021,El Dorado County,Condo/Co-op,8.55,379181.82,751609.0,374572.82
360,2021,El Dorado County,Multi-Family (2-4 Unit),32.91,702431.82,751609.0,1082231.91
361,2021,El Dorado County,Single Family Residential,426.91,709281.82,751609.0,1789604.64
362,2021,El Dorado County,Townhouse,5.82,514340.91,698063.55,2305218.27
363,2022,El Dorado County,All Residential,564.0,1301000.0,2148800.0,-472800.0
364,2022,El Dorado County,Condo/Co-op,6.0,805000.0,2148800.0,532200.0
365,2022,El Dorado County,Multi-Family (2-4 Unit),35.0,1250000.0,2148800.0,1837200.0
366,2022,El Dorado County,Single Family Residential,517.0,1359000.0,2148800.0,2991200.0
367,2022,El Dorado County,Townhouse,6.0,965000.0,1448900.0,4231100.0
368,2012,Fresno County,All Residential,1762.73,161908.64,181090.91,-13818.64
369,2012,Fresno County,Condo/Co-op,68.82,69813.64,181090.91,59358.64
370,2012,Fresno County,Multi-Family (2-4 Unit),37.82,149922.73,181090.91,212781.36
371,2012,Fresno County,Single Family Residential,1656.09,165204.55,167818.18,393122.27
372,2012,Fresno County,Townhouse,0.0,155000.0,0.0,6170345.0
373,2013,Fresno County,All Residential,1497.73,194613.64,218230.86,-12935.41
374,2013,Fresno County,Condo/Co-op,69.45,100338.0,218230.86,89657.05
375,2013,Fresno County,Multi-Family (2-4 Unit),43.0,155845.36,218230.86,246725.23
376,2013,Fresno County,Single Family Residential,1385.27,199250.0,203685.41,446361.59
377,2014,Fresno County,All Residential,2218.18,219563.64,247231.82,-19850.0
378,2014,Fresno County,Condo/Co-op,97.82,100136.36,247231.82,87468.18
379,2014,Fresno County,Multi-Family (2-4 Unit),72.73,186993.5,247231.82,276461.68
380,2014,Fresno County,Single Family Residential,2047.64,224850.0,229050.0,502493.5
381,2015,Fresno County,All Residential,2423.82,239431.82,263300.0,-12050.0
382,2015,Fresno County,Condo/Co-op,121.73,119781.09,263300.0,112094.73
383,2015,Fresno County,Multi-Family (2-4 Unit),80.55,202090.91,263300.0,317617.45
384,2015,Fresno County,Single Family Residential,2221.55,244905.0,244302.27,561906.55
385,2016,Fresno County,All Residential,2004.55,250795.45,278827.27,-21922.73
386,2016,Fresno County,Condo/Co-op,75.36,126268.18,278827.27,113918.18
387,2016,Fresno County,Multi-Family (2-4 Unit),64.45,209902.27,278827.27,328343.18
388,2016,Fresno County,Single Family Residential,1864.55,256613.64,257927.27,599288.64
389,2016,Fresno County,Townhouse,0.0,150000.0,0.0,9429375.0
390,2017,Fresno County,All Residential,1756.36,269290.45,297464.18,-17446.45
391,2017,Fresno County,Condo/Co-op,73.18,148363.64,297464.18,136167.18
392,2017,Fresno County,Multi-Family (2-4 Unit),65.36,248681.77,297464.18,390416.32
393,2017,Fresno County,Single Family Residential,1617.82,274658.27,276224.14,664770.0
394,2018,Fresno County,All Residential,1850.09,288290.91,320031.82,-21286.36
395,2018,Fresno County,Condo/Co-op,72.09,152522.73,320031.82,143236.36
396,2018,Fresno County,Multi-Family (2-4 Unit),57.27,279068.18,320031.82,422577.27
397,2018,Fresno County,Single Family Residential,1720.73,292585.45,295940.91,722526.36
398,2018,Fresno County,Townhouse,0.0,335000.0,0.0,11472140.0
399,2019,Fresno County,All Residential,1918.18,301616.55,334259.09,-18642.55
400,2019,Fresno County,Condo/Co-op,88.64,174636.36,334259.09,163130.18
401,2019,Fresno County,Multi-Family (2-4 Unit),54.55,302272.73,334259.09,468802.91
402,2019,Fresno County,Single Family Residential,1775.0,306456.41,309259.09,775722.95
403,2020,Fresno County,All Residential,1166.27,331659.09,366101.45,-20237.82
404,2020,Fresno County,Condo/Co-op,62.82,193204.55,366101.45,186671.27
405,2020,Fresno County,Multi-Family (2-4 Unit),50.09,334022.73,366101.45,519028.55
406,2020,Fresno County,Single Family Residential,1053.36,336314.55,340192.36,855008.55
407,2021,Fresno County,All Residential,828.82,390500.0,432477.18,-27431.73
408,2021,Fresno County,Condo/Co-op,44.27,209181.82,432477.18,198568.27
409,2021,Fresno County,Multi-Family (2-4 Unit),36.27,381727.27,432477.18,578295.55
410,2021,Fresno County,Single Family Residential,747.82,398272.73,401749.91,1011750.09
411,2021,Fresno County,Townhouse,1.0,717000.0,0.0,15893500.0
412,2022,Fresno County,All Residential,1075.0,775500.0,1135000.0,-180000.0
413,2022,Fresno County,Condo/Co-op,67.0,404500.0,1135000.0,332000.0
414,2022,Fresno County,Multi-Family (2-4 Unit),48.0,632000.0,1135000.0,1078250.0
415,2022,Fresno County,Single Family Residential,960.0,792250.0,760000.0,1844250.0
416,2012,Glenn County,All Residential,62.45,152940.86,176913.64,-15995.5
417,2012,Glenn County,Multi-Family (2-4 Unit),2.0,164783.33,163316.67,627249.83
418,2012,Glenn County,Single Family Residential,60.82,156572.68,161550.0,192904.45
419,2013,Glenn County,All Residential,49.55,150374.91,175336.36,-9052.36
420,2013,Glenn County,Multi-Family (2-4 Unit),3.0,208500.0,211875.0,899187.0
421,2013,Glenn County,Single Family Residential,48.27,150579.45,175336.36,163527.09
422,2014,Glenn County,All Residential,61.73,170745.91,201736.36,-18945.0
423,2014,Glenn County,Multi-Family (2-4 Unit),3.75,144025.0,178250.0,479076.25
424,2014,Glenn County,Single Family Residential,57.91,169882.27,187827.27,205173.64
425,2015,Glenn County,All Residential,61.18,210972.73,221214.5,4758.23
426,2015,Glenn County,Condo/Co-op,0.0,165000.0,0.0,2772700.0
427,2015,Glenn County,Multi-Family (2-4 Unit),7.0,445000.0,454500.0,2636450.0
428,2015,Glenn County,Single Family Residential,57.64,210695.45,221214.5,255908.23
429,2016,Glenn County,All Residential,68.09,221403.32,232427.27,5794.23
430,2016,Glenn County,Multi-Family (2-4 Unit),2.8,218818.2,43000.0,694901.0
431,2016,Glenn County,Single Family Residential,65.45,219612.41,232427.27,308051.27
432,2017,Glenn County,All Residential,75.09,228090.91,270354.55,-26945.45
433,2017,Glenn County,Multi-Family (2-4 Unit),3.5,261750.0,483125.0,1143625.0
434,2017,Glenn County,Single Family Residential,72.0,230272.73,249763.64,261190.91
435,2017,Glenn County,Townhouse,0.0,55000.0,0.0,5620500.0
436,2018,Glenn County,All Residential,72.55,246741.82,280086.36,-21071.82
437,2018,Glenn County,Multi-Family (2-4 Unit),2.0,493000.0,153000.0,1320886.67
438,2018,Glenn County,Single Family Residential,69.55,246452.95,259222.73,391153.86
439,2018,Glenn County,Townhouse,2.0,300625.0,119750.0,3632946.25
440,2019,Glenn County,All Residential,82.91,285154.95,322818.18,-13117.77
441,2019,Glenn County,Multi-Family (2-4 Unit),1.0,377000.0,138750.0,1919102.25
442,2019,Glenn County,Single Family Residential,80.18,285609.5,322818.18,330309.91
443,2019,Glenn County,Townhouse,1.5,293500.0,144950.0,3664754.5
444,2020,Glenn County,All Residential,55.45,324160.59,319363.64,32887.86
445,2020,Glenn County,Multi-Family (2-4 Unit),3.0,636000.0,561000.0,3955766.5
446,2020,Glenn County,Single Family Residential,52.09,323274.23,319363.64,402889.36
447,2020,Glenn County,Townhouse,3.0,526500.0,0.0,8284283.0
448,2021,Glenn County,All Residential,41.0,351758.68,371090.91,18395.05
449,2021,Glenn County,Multi-Family (2-4 Unit),6.0,752000.0,289000.0,4587395.5
450,2021,Glenn County,Single Family Residential,38.18,352213.23,371090.91,425790.09
451,2021,Glenn County,Townhouse,0.0,270000.0,0.0,8765691.0
452,2022,Glenn County,All Residential,84.0,727500.0,780000.0,126500.0
453,2022,Glenn County,Multi-Family (2-4 Unit),3.0,179000.0,408000.0,818500.0
454,2022,Glenn County,Single Family Residential,77.0,730000.0,780000.0,856500.0
455,2012,Kern County,All Residential,1726.64,138590.91,157984.09,-12506.82
456,2012,Kern County,Condo/Co-op,44.36,78472.73,157984.09,66579.55
457,2012,Kern County,Multi-Family (2-4 Unit),82.36,104727.27,157984.09,174306.82
458,2012,Kern County,Single Family Residential,1598.45,141622.73,157984.09,309693.18
459,2012,Kern County,Townhouse,1.29,67757.14,36042.86,759935.71
460,2013,Kern County,All Residential,1418.82,179854.09,201786.36,-17273.18
461,2013,Kern County,Condo/Co-op,48.64,98750.0,201786.36,86635.91
462,2013,Kern County,Multi-Family (2-4 Unit),73.91,137286.36,201786.36,227285.91
463,2013,Kern County,Single Family Residential,1294.64,184541.36,201786.36,403054.55
464,2013,Kern County,Townhouse,2.0,111750.0,83125.0,1679812.5
465,2014,Kern County,All Residential,1891.45,201409.09,225036.36,-16809.09
466,2014,Kern County,Condo/Co-op,54.36,109136.36,225036.36,100963.64
467,2014,Kern County,Multi-Family (2-4 Unit),118.82,162977.27,225036.36,264850.0
468,2014,Kern County,Single Family Residential,1716.82,207136.36,225036.36,466759.09
469,2014,Kern County,Townhouse,1.25,130750.0,143975.0,1858587.5
470,2015,Kern County,All Residential,2635.82,216136.36,239006.82,-15915.91
471,2015,Kern County,Condo/Co-op,75.91,115163.64,239006.82,105702.27
472,2015,Kern County,Multi-Family (2-4 Unit),163.91,166068.18,239006.82,274952.27
473,2015,Kern County,Single Family Residential,2393.73,221454.55,239865.91,490775.0
474,2015,Kern County,Townhouse,2.33,150666.67,137616.67,1330891.67
475,2016,Kern County,All Residential,2627.36,226825.0,249968.0,-14052.09
476,2016,Kern County,Condo/Co-op,82.0,126404.55,249968.0,120261.55
477,2016,Kern County,Multi-Family (2-4 Unit),189.91,185072.73,249968.0,306515.18
478,2016,Kern County,Single Family Residential,2351.91,231090.0,249968.0,531242.45
479,2016,Kern County,Townhouse,3.25,156250.0,104499.75,2167579.0
480,2017,Kern County,All Residential,2295.91,237943.64,262977.27,-13101.82
481,2017,Kern County,Condo/Co-op,71.82,137818.18,262977.27,129148.18
482,2017,Kern County,Multi-Family (2-4 Unit),163.45,201122.73,262977.27,332680.0
483,2017,Kern County,Single Family Residential,2054.18,242118.18,262977.27,567570.91
484,2017,Kern County,Townhouse,7.33,153383.33,261666.67,1393221.67
485,2018,Kern County,All Residential,2334.91,250750.0,274915.91,-13711.36
486,2018,Kern County,Condo/Co-op,65.27,140159.09,274915.91,133447.73
487,2018,Kern County,Multi-Family (2-4 Unit),136.55,227909.09,274915.91,364038.64
488,2018,Kern County,Single Family Residential,2127.45,254831.73,274915.91,607506.73
489,2018,Kern County,Townhouse,5.75,187193.75,202959.38,1185503.0
490,2019,Kern County,All Residential,2144.45,264799.95,289986.36,-13822.77
491,2019,Kern County,Condo/Co-op,49.64,143568.18,289986.36,139290.86
492,2019,Kern County,Multi-Family (2-4 Unit),129.64,244790.91,289986.36,384486.32
493,2019,Kern County,Single Family Residential,1961.55,269202.05,289986.36,642465.64
494,2019,Kern County,Townhouse,3.67,181166.67,164141.67,1708020.33
495,2020,Kern County,All Residential,1618.36,290270.45,318565.91,-15931.82
496,2020,Kern County,Condo/Co-op,48.55,154340.91,318565.91,145590.91
497,2020,Kern County,Multi-Family (2-4 Unit),126.64,252636.36,318565.91,400681.82
498,2020,Kern County,Single Family Residential,1441.27,294362.73,319156.82,684726.36
499,2020,Kern County,Townhouse,2.33,287000.0,369153.33,3553751.67
500,2021,Kern County,All Residential,1239.0,340312.73,371650.0,-16337.27
501,2021,Kern County,Condo/Co-op,39.82,187340.91,371650.0,175321.82
502,2021,Kern County,Multi-Family (2-4 Unit),102.55,311840.91,371650.0,494662.73
503,2021,Kern County,Single Family Residential,1094.27,347130.91,345286.36,858248.18
504,2021,Kern County,Townhouse,2.17,249333.33,328316.67,2096496.67
505,2022,Kern County,All Residential,1727.0,680000.0,1029900.0,-154900.0
506,2022,Kern County,Condo/Co-op,39.0,380000.0,1029900.0,325100.0
507,2022,Kern County,Multi-Family (2-4 Unit),130.0,553500.0,1029900.0,928500.0
508,2022,Kern County,Single Family Residential,1558.0,697400.0,689900.0,1621000.0
509,2012,Lake County,All Residential,406.91,130318.14,153516.82,-16562.32
510,2012,Lake County,Condo/Co-op,1.0,158750.0,149500.0,1600249.5
511,2012,Lake County,Multi-Family (2-4 Unit),19.25,151034.5,214393.75,362828.12
512,2012,Lake County,Single Family Residential,387.45,131359.05,165244.09,172854.73
513,2012,Lake County,Townhouse,2.5,139875.0,134487.5,1826056.0
514,2013,Lake County,All Residential,346.55,155227.27,196550.0,-34959.09
515,2013,Lake County,Condo/Co-op,1.83,113691.58,138633.33,276891.58
516,2013,Lake County,Multi-Family (2-4 Unit),19.25,173224.88,183337.5,305406.06
517,2013,Lake County,Single Family Residential,324.64,156318.18,197468.18,308618.05
518,2013,Lake County,Townhouse,4.0,230000.0,349900.0,5375048.5
519,2014,Lake County,All Residential,365.45,176086.36,226472.68,-37113.59
520,2014,Lake County,Condo/Co-op,2.67,177166.67,185300.0,677516.67
521,2014,Lake County,Multi-Family (2-4 Unit),13.0,161929.17,261049.92,334437.58
522,2014,Lake County,Single Family Residential,349.36,177490.91,209209.05,290102.32
523,2014,Lake County,Townhouse,1.0,235000.0,0.0,5627425.0
524,2015,Lake County,All Residential,463.18,220800.0,252677.27,-21513.64
525,2015,Lake County,Condo/Co-op,2.86,146642.86,196578.57,314821.43
526,2015,Lake County,Multi-Family (2-4 Unit),16.5,538375.0,291043.75,698681.25
527,2015,Lake County,Single Family Residential,442.82,223327.27,252677.27,691768.18
528,2015,Lake County,Townhouse,2.0,170000.0,0.0,10388900.0
529,2016,Lake County,All Residential,460.45,251204.55,262952.27,5070.45
530,2016,Lake County,Condo/Co-op,0.0,550000.0,238875.0,3258875.0
531,2016,Lake County,Multi-Family (2-4 Unit),16.22,290416.67,290261.11,393516.67
532,2016,Lake County,Single Family Residential,441.64,251454.55,262952.27,543593.18
533,2016,Lake County,Townhouse,2.0,394500.0,0.0,4741000.0
534,2017,Lake County,All Residential,467.36,260227.27,310881.82,-28154.55
535,2017,Lake County,Condo/Co-op,2.0,308750.0,259000.0,1601000.0
536,2017,Lake County,Multi-Family (2-4 Unit),15.71,326178.57,337550.0,515842.86
537,2017,Lake County,Single Family Residential,446.09,259918.18,310927.27,478831.82
538,2017,Lake County,Townhouse,8.0,262000.0,261975.0,4311200.0
539,2018,Lake County,All Residential,517.27,280254.55,313368.18,-10477.27
540,2018,Lake County,Condo/Co-op,0.0,249000.0,0.0,3516800.0
541,2018,Lake County,Multi-Family (2-4 Unit),12.25,287656.25,284112.5,452831.25
542,2018,Lake County,Single Family Residential,500.18,281045.45,313368.18,499363.64
543,2018,Lake County,Townhouse,3.0,250887.0,77750.0,2354274.5
544,2019,Lake County,All Residential,536.0,280590.91,293263.59,5850.05
545,2019,Lake County,Condo/Co-op,6.5,237187.5,125750.0,970562.5
546,2019,Lake County,Multi-Family (2-4 Unit),8.71,388928.57,262192.86,738485.71
547,2019,Lake County,Single Family Residential,517.64,282500.0,319536.32,597304.59
548,2019,Lake County,Townhouse,4.33,252916.67,179908.33,1717216.67
549,2020,Lake County,All Residential,397.36,316250.0,348818.18,-16659.09
550,2020,Lake County,Condo/Co-op,5.0,175000.0,319900.0,3573850.0
551,2020,Lake County,Multi-Family (2-4 Unit),10.75,333843.75,356387.5,465300.0
552,2020,Lake County,Single Family Residential,378.64,316181.82,378363.64,526409.09
553,2020,Lake County,Townhouse,4.2,313100.0,258580.0,2015020.0
554,2021,Lake County,All Residential,359.55,359113.64,415754.55,-37095.45
555,2021,Lake County,Condo/Co-op,3.5,349750.0,515750.0,1941625.0
556,2021,Lake County,Multi-Family (2-4 Unit),9.89,388327.78,383733.33,554011.11
557,2021,Lake County,Single Family Residential,344.27,362000.0,409618.18,713172.73
558,2021,Lake County,Townhouse,4.0,299541.67,285366.67,2035291.67
559,2022,Lake County,All Residential,587.0,690000.0,728900.0,116100.0
560,2022,Lake County,Condo/Co-op,2.0,155000.0,329000.0,816000.0
561,2022,Lake County,Multi-Family (2-4 Unit),25.0,690000.0,1057900.0,827000.0
562,2022,Lake County,Single Family Residential,557.0,704400.0,728900.0,2020500.0
563,2022,Lake County,Townhouse,1.0,827000.0,0.0,3066400.0
564,2012,Los Angeles County,All Residential,19561.82,357545.45,420686.36,-42231.82
565,2012,Los Angeles County,Condo/Co-op,3169.91,276636.36,420686.36,240768.18
566,2012,Los Angeles County,Multi-Family (2-4 Unit),1773.55,372181.82,420686.36,613404.55
567,2012,Los Angeles County,Single Family Residential,13786.0,373181.82,420686.36,984109.09
568,2012,Los Angeles County,Townhouse,832.36,366250.0,390877.27,1354918.18
569,2013,Los Angeles County,All Residential,12915.36,450293.41,516650.95,-41562.09
570,2013,Los Angeles County,Condo/Co-op,2045.45,356727.27,516650.95,323097.0
571,2013,Los Angeles County,Multi-Family (2-4 Unit),1342.36,458727.27,516650.95,781097.0
572,2013,Los Angeles County,Single Family Residential,8966.0,472500.0,516650.95,1251597.0
573,2013,Los Angeles County,Townhouse,561.55,435454.55,480378.23,1693324.27
574,2014,Los Angeles County,All Residential,16625.0,503090.91,571659.09,-37659.09
575,2014,Los Angeles County,Condo/Co-op,2714.36,405413.64,571659.09,379527.27
576,2014,Los Angeles County,Multi-Family (2-4 Unit),1626.64,540681.82,571659.09,917436.36
577,2014,Los Angeles County,Single Family Residential,11413.55,528136.36,571659.09,1441118.18
578,2014,Los Angeles County,Townhouse,870.45,461068.18,529950.0,1908440.91
579,2015,Los Angeles County,All Residential,17423.64,539227.27,611626.77,-38672.23
580,2015,Los Angeles County,Condo/Co-op,2647.64,433204.55,611626.77,410805.05
581,2015,Los Angeles County,Multi-Family (2-4 Unit),1985.09,601000.0,611626.77,1005441.41
582,2015,Los Angeles County,Single Family Residential,11887.91,565363.64,611626.77,1566350.5
583,2015,Los Angeles County,Townhouse,903.0,488908.18,566263.14,2061440.5
584,2016,Los Angeles County,All Residential,18605.27,578772.73,650688.0,-36006.18
585,2016,Los Angeles County,Condo/Co-op,2744.36,455713.18,650688.0,437888.82
586,2016,Los Angeles County,Multi-Family (2-4 Unit),1951.45,666568.18,650688.0,1097638.82
587,2016,Los Angeles County,Single Family Residential,12877.82,608636.36,650688.0,1699002.45
588,2016,Los Angeles County,Townhouse,1031.64,508545.45,602515.27,2215720.64
589,2017,Los Angeles County,All Residential,17625.36,624681.77,698024.95,-36797.73
590,2017,Los Angeles County,Condo/Co-op,2446.64,485318.18,698024.95,471065.91
591,2017,Los Angeles County,Multi-Family (2-4 Unit),1767.09,738750.0,698024.95,1202088.64
592,2017,Los Angeles County,Single Family Residential,12423.64,655340.91,698024.95,1851247.73
593,2017,Los Angeles County,Townhouse,988.0,560672.73,646661.32,2418102.27
594,2018,Los Angeles County,All Residential,18796.55,668068.18,748176.77,-38744.95
595,2018,Los Angeles County,Condo/Co-op,2624.91,524750.0,748176.77,508277.77
596,2018,Los Angeles County,Multi-Family (2-4 Unit),1865.27,805272.73,748176.77,1303550.5
597,2018,Los Angeles County,Single Family Residential,13250.82,695477.27,748176.77,1993118.68
598,2018,Los Angeles County,Townhouse,1055.55,598454.55,692724.5,2599298.23
599,2019,Los Angeles County,All Residential,19975.09,687090.0,777271.64,-46999.82
600,2019,Los Angeles County,Condo/Co-op,3230.45,528204.55,777271.64,501659.27
601,2019,Los Angeles County,Multi-Family (2-4 Unit),1867.27,841795.45,777271.64,1335386.55
602,2019,Los Angeles County,Single Family Residential,13674.64,716477.27,777271.64,2046295.64
603,2019,Los Angeles County,Townhouse,1202.73,610404.0,719104.0,2664867.27
604,2020,Los Angeles County,All Residential,16430.91,744863.64,850854.55,-61900.0
605,2020,Los Angeles County,Condo/Co-op,3294.73,552704.55,850854.55,520168.18
606,2020,Los Angeles County,Multi-Family (2-4 Unit),1743.73,896136.36,850854.55,1402850.0
607,2020,Los Angeles County,Single Family Residential,10342.18,795454.55,850854.55,2187322.0
608,2020,Los Angeles County,Townhouse,1050.27,626972.0,788127.27,2828003.82
609,2021,Los Angeles County,All Residential,13836.82,873045.45,932789.73,-14380.64
610,2021,Los Angeles County,Condo/Co-op,2898.18,627818.18,932789.73,647846.64
611,2021,Los Angeles County,Multi-Family (2-4 Unit),1729.18,1045590.91,932789.73,1684119.36
612,2021,Los Angeles County,Single Family Residential,8381.09,942840.91,932789.73,2612414.82
613,2021,Los Angeles County,Townhouse,828.36,750318.18,864567.55,3375046.09
614,2022,Los Angeles County,All Residential,16219.0,1660000.0,2548000.0,-293000.0
615,2022,Los Angeles County,Condo/Co-op,3177.0,1224000.0,2548000.0,1268500.0
616,2022,Los Angeles County,Multi-Family (2-4 Unit),2230.0,1932500.0,2548000.0,3147500.0
617,2022,Los Angeles County,Single Family Residential,9902.0,1774000.0,2548000.0,4737500.0
618,2022,Los Angeles County,Townhouse,910.0,1422000.0,1699000.0,6313500.0
619,2012,Madera County,All Residential,418.0,148054.32,173288.91,-17420.95
620,2012,Madera County,Condo/Co-op,4.6,113580.0,83600.0,368099.5
621,2012,Madera County,Multi-Family (2-4 Unit),6.0,101114.29,165557.14,265842.5
622,2012,Madera County,Single Family Residential,407.73,148922.73,161107.09,251842.68
623,2013,Madera County,All Residential,388.0,177077.27,210393.18,-26725.0
624,2013,Madera County,Condo/Co-op,2.5,98906.25,201306.25,168206.25
625,2013,Madera County,Multi-Family (2-4 Unit),4.14,164414.29,151967.86,423317.86
626,2013,Madera County,Single Family Residential,381.55,177850.0,195852.27,335634.09
627,2014,Madera County,All Residential,551.0,209786.36,252477.27,-29690.91
628,2014,Madera County,Condo/Co-op,3.71,123285.71,215250.0,253057.14
629,2014,Madera County,Multi-Family (2-4 Unit),11.78,159955.5,235533.33,296772.17
630,2014,Madera County,Single Family Residential,534.91,211600.0,234113.64,417054.5
631,2014,Madera County,Townhouse,1.0,225000.0,0.0,7162849.5
632,2015,Madera County,All Residential,663.0,223954.55,255765.45,-12947.27
633,2015,Madera County,Condo/Co-op,4.71,129535.71,188423.57,310183.57
634,2015,Madera County,Multi-Family (2-4 Unit),10.71,281214.29,186845.71,607190.0
635,2015,Madera County,Single Family Residential,648.09,224165.91,235998.64,484871.82
636,2015,Madera County,Townhouse,0.0,259000.0,0.0,8063575.0
637,2016,Madera County,All Residential,522.45,239250.91,282185.91,-25207.73
638,2016,Madera County,Condo/Co-op,2.67,187533.33,239603.33,453056.67
639,2016,Madera County,Multi-Family (2-4 Unit),5.4,205700.0,187309.0,810533.0
640,2016,Madera County,Single Family Residential,513.64,239890.91,260640.45,427928.64
641,2016,Madera County,Townhouse,0.0,378000.0,0.0,7802260.0
642,2017,Madera County,All Residential,498.36,264510.0,281171.36,-6888.64
643,2017,Madera County,Condo/Co-op,2.57,163107.14,217707.14,390630.0
644,2017,Madera County,Multi-Family (2-4 Unit),9.62,265843.75,288141.88,511496.88
645,2017,Madera County,Single Family Residential,486.55,265336.36,302966.82,546558.09
646,2017,Madera County,Townhouse,1.0,247964.0,239750.0,9105024.0
647,2018,Madera County,All Residential,567.73,285040.91,324272.73,-22140.91
648,2018,Madera County,Condo/Co-op,1.83,150250.0,227208.33,453950.0
649,2018,Madera County,Multi-Family (2-4 Unit),6.11,246555.56,331405.56,392588.89
650,2018,Madera County,Single Family Residential,558.27,286452.27,299818.18,555356.82
651,2019,Madera County,All Residential,561.45,303586.36,337245.45,-24113.64
652,2019,Madera County,Condo/Co-op,0.75,182875.0,143487.5,916750.0
653,2019,Madera County,Multi-Family (2-4 Unit),8.29,404571.43,253192.86,772010.71
654,2019,Madera County,Single Family Residential,549.55,304134.09,314109.09,617565.91
655,2020,Madera County,All Residential,388.55,341059.09,383068.18,-23827.27
656,2020,Madera County,Condo/Co-op,5.0,243250.0,504950.0,1701625.0
657,2020,Madera County,Multi-Family (2-4 Unit),2.62,283062.5,240731.25,613350.0
658,2020,Madera County,Single Family Residential,383.0,342886.36,353068.18,596377.27
659,2020,Madera County,Townhouse,0.0,169500.0,0.0,10443900.0
660,2021,Madera County,All Residential,267.09,403415.91,458610.91,-41104.09
661,2021,Madera County,Condo/Co-op,1.29,216285.71,376814.29,509196.43
662,2021,Madera County,Multi-Family (2-4 Unit),2.89,398911.11,431218.89,665089.44
663,2021,Madera County,Single Family Residential,263.09,406056.82,426565.45,846925.45
664,2022,Madera County,All Residential,418.0,777750.0,1227000.0,-249750.0
665,2022,Madera County,Condo/Co-op,3.0,424750.0,1224000.0,260000.0
666,2022,Madera County,Multi-Family (2-4 Unit),8.0,281500.0,817000.0,1051500.0
667,2022,Madera County,Single Family Residential,401.0,784500.0,817000.0,1451500.0
668,2012,Marin County,All Residential,659.09,727113.64,868018.18,-112722.73
669,2012,Marin County,Condo/Co-op,112.36,355868.18,868018.18,261872.73
670,2012,Marin County,Multi-Family (2-4 Unit),65.09,999404.0,868018.18,1277549.45
671,2012,Marin County,Single Family Residential,481.64,814904.86,804904.55,2183067.95
672,2012,Marin County,Townhouse,0.0,997500.0,0.0,32867697.5
673,2013,Marin County,All Residential,509.27,865045.45,966268.18,-73950.0
674,2013,Marin County,Condo/Co-op,81.27,458196.27,966268.18,426609.91
675,2013,Marin County,Multi-Family (2-4 Unit),58.27,1108936.36,966268.18,1534955.36
676,2013,Marin County,Single Family Residential,369.73,968818.18,896359.09,2504637.18
677,2014,Marin County,All Residential,474.18,957293.64,1034863.64,-38615.45
678,2014,Marin County,Condo/Co-op,88.73,535409.09,1034863.64,564430.0
679,2014,Marin County,Multi-Family (2-4 Unit),50.73,1445204.55,1034863.64,1982952.73
680,2014,Marin County,Single Family Residential,334.73,1075491.73,958590.91,3054808.09
681,2015,Marin County,All Residential,525.27,1006931.82,1079648.91,-28035.27
682,2015,Marin County,Condo/Co-op,112.64,608259.09,1079648.91,617360.18
683,2015,Marin County,Multi-Family (2-4 Unit),49.91,1397176.68,1079648.91,2022718.68
684,2015,Marin County,Single Family Residential,362.73,1174459.09,1007012.55,3179814.14
685,2016,Marin County,All Residential,573.55,1079544.36,1204990.91,-84082.91
686,2016,Marin County,Condo/Co-op,122.09,628054.55,1204990.91,610471.64
687,2016,Marin County,Multi-Family (2-4 Unit),41.91,1432931.82,1204990.91,2018903.45
688,2016,Marin County,Single Family Residential,409.27,1250045.45,1110904.55,3326035.27
689,2016,Marin County,Townhouse,0.0,1255000.0,0.0,49551338.0
690,2017,Marin County,All Residential,520.73,1168454.55,1268272.59,-56113.5
691,2017,Marin County,Condo/Co-op,91.55,649490.91,1268272.59,752627.41
692,2017,Marin County,Multi-Family (2-4 Unit),48.55,1735477.27,1268272.59,2389286.5
693,2017,Marin County,Single Family Residential,380.55,1340045.45,1183272.59,3757027.41
694,2017,Marin County,Townhouse,0.0,515150.0,0.0,54343300.0
695,2018,Marin County,All Residential,537.36,1268100.0,1333500.0,-14036.36
696,2018,Marin County,Condo/Co-op,99.55,711568.18,1333500.0,821168.18
697,2018,Marin County,Multi-Family (2-4 Unit),55.27,1776163.64,1333500.0,2528922.73
698,2018,Marin County,Single Family Residential,382.36,1430454.55,1234500.0,4047240.91
699,2018,Marin County,Townhouse,0.0,1050000.0,0.0,58099150.0
700,2019,Marin County,All Residential,627.91,1257045.45,1392545.45,-79000.0
701,2019,Marin County,Condo/Co-op,128.73,700704.55,1392545.45,674295.45
702,2019,Marin County,Multi-Family (2-4 Unit),55.0,1919318.18,1392545.45,2579977.27
703,2019,Marin County,Single Family Residential,443.64,1394386.36,1290272.73,3981181.82
704,2020,Marin County,All Residential,525.64,1379886.36,1525136.36,-87977.27
